parada_id,fecha_inicio,fecha_fin,planta_id,linea_id,equipo_id,tipo_parada,planificada_flag,causa_parada,duracion_horas,impacto_produccion_proxy,impacto_energia_proxy
PAR_00000615,2025-08-06T09:27:00,2025-08-06T11:05:09.963380950,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,CaidaGasIndustrial,1.636,14.369,167.989
PAR_00000616,2025-08-20T08:43:00,2025-08-20T09:26:11.420011880,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,CurvaTermicaFueraBanda,0.72,5.088,66.191
PAR_00000617,2025-08-27T06:05:00,2025-08-27T09:35:07.268315670,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,CurvaTermicaFueraBanda,3.502,23.779,217.713
PAR_00000618,2025-08-28T04:40:00,2025-08-28T09:26:32.922482736,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ04,NoPlanificada,0,TermoparDescalibrado,4.776,31.334,572.474
PAR_00000619,2025-09-09T18:00:00,2025-09-10T01:34:02.362647129,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ01,Planificada,1,InspeccionSeguridadReglamentaria,7.567,56.176,3320.695
PAR_00000620,2025-09-10T11:41:00,2025-09-10T15:17:33.830460889,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,CurvaTermicaFueraBanda,3.609,28.522,307.589
PAR_00000621,2025-09-22T12:28:00,2025-09-22T14:37:16.639676474,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ04,NoPlanificada,0,TermoparDescalibrado,2.155,19.384,135.229
PAR_00000622,2025-10-01T14:00:00,2025-10-01T17:34:14.723352069,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ02,Planificada,1,MantenimientoPreventivoProgramado,3.571,30.025,1214.672
PAR_00000623,2025-10-08T05:34:00,2025-10-08T06:04:06.908287384,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,FalloQuemador,0.502,3.141,39.778
PAR_00000624,2025-10-08T11:02:00,2025-10-08T13:19:03.338755605,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,FalloQuemador,2.284,14.387,255.507
PAR_00000625,2025-10-14T13:33:00,2025-10-14T16:11:18.355394310,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ03,NoPlanificada,0,FalloQuemador,2.638,23.713,339.783
PAR_00000626,2025-10-19T10:23:00,2025-10-19T12:56:11.342252991,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ03,NoPlanificada,0,CaidaGasIndustrial,2.553,20.514,374.823
PAR_00000627,2025-10-24T19:00:00,2025-10-24T22:54:52.549539019,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,Planificada,1,InspeccionSeguridadReglamentaria,3.915,25.817,421.256
PAR_00000628,2025-11-03T05:32:00,2025-11-03T07:02:03.226200253,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,FalloQuemador,1.501,12.145,96.83
PAR_00000629,2025-11-21T03:14:00,2025-11-21T04:33:12.347054706,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ06,NoPlanificada,0,TermoparDescalibrado,1.32,10.998,139.622
PAR_00000630,2025-11-27T00:05:00,2025-11-27T00:33:26.300772897,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ03,NoPlanificada,0,CaidaGasIndustrial,0.474,3.606,111.094
PAR_00000631,2025-12-06T03:03:00,2025-12-06T04:58:17.866484684,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ01,NoPlanificada,0,TermoparDescalibrado,1.922,13.517,1131.553
PAR_00000632,2025-12-06T20:34:00,2025-12-06T21:58:40.722411045,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ01,NoPlanificada,0,CurvaTermicaFueraBanda,1.411,11.506,420.621
PAR_00000633,2025-12-11T03:41:00,2025-12-11T09:16:03.617517350,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ02,NoPlanificada,0,FalloQuemador,5.584,42.981,2801.63
PAR_00000634,2024-01-07T10:04:00,2024-01-07T11:50:25.658675493,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,BloqueoManipulador,1.774,15.786,155.948
PAR_00000635,2024-01-16T13:00:00,2024-01-16T18:22:06.034986519,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,CambioFormatoPlanificado,5.368,52.936,456.148
PAR_00000636,2024-01-29T21:36:00,2024-01-29T22:50:33.286034526,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,1.243,12.578,52.273
PAR_00000637,2024-02-04T17:00:00,2024-02-04T19:12:24.624869781,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,BloqueoManipulador,2.207,19.996,94.515
PAR_00000638,2024-02-13T13:09:00,2024-02-13T15:34:55.698742063,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,2.432,23.217,353.255
PAR_00000639,2024-02-16T02:08:00,2024-02-16T03:58:47.935346402,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,1.847,13.566,988.957
PAR_00000640,2024-02-21T10:18:00,2024-02-21T11:12:43.906042598,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,0.912,7.158,134.321
PAR_00000641,2024-02-27T01:11:00,2024-02-27T02:51:49.632338967,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,1.68,14.443,155.245
PAR_00000642,2024-03-07T16:00:00,2024-03-07T19:25:16.484502709,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,DefectoSuperficial,3.421,24.052,221.122
PAR_00000643,2024-03-26T20:39:00,2024-03-26T21:50:04.282290236,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,DefectoSuperficial,1.185,10.384,138.405
PAR_00000644,2024-03-30T07:23:00,2024-03-30T09:54:29.837375007,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,FalloVision,2.525,24.681,138.079
PAR_00000645,2024-03-31T12:32:00,2024-03-31T14:09:03.803987870,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,VariacionEspesor,1.618,14.933,92.19
PAR_00000646,2024-04-17T04:00:00,2024-04-17T05:12:00,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,ParadaPlanificadaUtilidades,1.2,9.341,116.167
PAR_00000647,2024-04-18T01:00:00,2024-04-18T04:36:03.749970067,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,MantenimientoPreventivoProgramado,3.601,33.862,167.378
PAR_00000648,2024-04-19T03:10:00,2024-04-19T12:40:00,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,BloqueoManipulador,9.5,73.041,1343.342
PAR_00000649,2024-04-21T16:42:00,2024-04-21T23:28:50.080368997,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,DefectoSuperficial,6.781,54.007,352.073
PAR_00000650,2024-04-27T13:07:00,2024-04-27T19:28:17.092180468,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,DefectoSuperficial,6.355,59.333,256.964
PAR_00000651,2024-04-30T07:00:00,2024-04-30T10:58:09.082719454,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,InspeccionSeguridadReglamentaria,3.969,29.198,132.498
PAR_00000652,2024-04-30T23:26:00,2024-05-01T01:59:12.322803996,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,2.553,21.273,316.342
PAR_00000653,2024-05-02T02:36:00,2024-05-02T05:39:33.356556896,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,FalloVision,3.059,29.676,682.636
PAR_00000654,2024-05-19T14:10:00,2024-05-19T15:42:28.379473396,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,NoPlanificada,0,FalloVision,1.541,14.997,174.075
PAR_00000655,2024-05-29T17:20:00,2024-05-29T17:41:00,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,BloqueoManipulador,0.35,2.945,70.597
PAR_00000656,2024-06-06T01:00:00,2024-06-06T01:21:00,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,FalloVision,0.35,2.869,41.023
PAR_00000657,2024-06-07T18:19:00,2024-06-07T19:46:04.816530756,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,1.451,11.142,619.569
PAR_00000658,2024-06-09T11:44:00,2024-06-09T12:06:21.482406465,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,DefectoSuperficial,0.373,2.568,23.482
PAR_00000659,2024-06-12T04:00:00,2024-06-12T07:46:23.898510044,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,CambioFormatoPlanificado,3.773,34.987,290.218
PAR_00000660,2024-06-16T19:05:00,2024-06-16T23:14:43.045662690,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,FalloVision,4.162,39.834,466.525
PAR_00000661,2024-06-20T05:44:00,2024-06-20T10:31:59.269399411,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,NoPlanificada,0,VariacionEspesor,4.8,42.611,990.812
PAR_00000662,2024-06-22T21:00:00,2024-06-22T23:16:52.425402027,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ01,Planificada,1,ParadaPlanificadaUtilidades,2.281,22.304,1499.376
PAR_00000663,2024-06-26T19:41:00,2024-06-26T23:11:25.164451731,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,FalloVision,3.507,31.908,252.333
PAR_00000664,2024-07-24T14:00:00,2024-07-24T17:30:29.803532047,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,CambioFormatoPlanificado,3.508,33.987,261.368
PAR_00000665,2024-07-27T14:34:00,2024-07-27T16:11:52.820435053,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,FalloVision,1.631,12.228,84.076
PAR_00000666,2024-07-28T06:00:00,2024-07-28T14:36:44.830211050,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,InspeccionSeguridadReglamentaria,8.612,63.661,478.558
PAR_00000667,2024-08-02T16:03:00,2024-08-02T20:10:03.115797279,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,BloqueoManipulador,4.118,39.078,1193.01
PAR_00000668,2024-08-03T21:00:00,2024-08-04T01:18:42.789882765,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,CambioFormatoPlanificado,4.312,32.881,680.647
PAR_00000669,2024-08-09T15:00:00,2024-08-09T21:58:46.324927063,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,ParadaPlanificadaUtilidades,6.98,60.853,498.361
PAR_00000670,2024-08-21T07:20:00,2024-08-21T09:10:42.729176709,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,FalloVision,1.845,18.307,257.521
PAR_00000671,2024-09-10T17:26:00,2024-09-10T19:15:17.053927640,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,BloqueoManipulador,1.821,15.194,115.677
PAR_00000672,2024-09-11T15:36:00,2024-09-11T19:32:02.215751967,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,BloqueoManipulador,3.934,31.264,374.257
PAR_00000673,2024-09-15T19:27:00,2024-09-15T21:51:13.754767863,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,NoPlanificada,0,FalloVision,2.404,24.108,491.195
PAR_00000674,2024-09-19T03:00:00,2024-09-19T12:53:24.662355334,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,InspeccionSeguridadReglamentaria,9.89,93.379,510.161
PAR_00000675,2024-09-20T00:23:00,2024-09-20T03:28:33.646429874,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,3.093,31.161,81.492
PAR_00000676,2024-09-24T04:33:00,2024-09-24T05:59:24.448407021,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,1.44,14.661,741.302
PAR_00000677,2024-09-24T11:13:00,2024-09-24T12:32:33.133557075,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,NoPlanificada,0,DefectoSuperficial,1.326,12.264,118.518
PAR_00000678,2024-10-01T01:00:00,2024-10-01T04:06:28.352430950,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,InspeccionSeguridadReglamentaria,3.108,29.232,237.862
PAR_00000679,2024-10-09T09:16:00,2024-10-09T10:03:01.643191256,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,VariacionEspesor,0.784,6.179,83.426
PAR_00000680,2024-10-11T09:00:00,2024-10-11T20:34:54.970645792,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,Planificada,1,CambioFormatoPlanificado,11.582,92.404,4123.115
PAR_00000681,2024-10-20T01:22:00,2024-10-20T05:33:06.763342254,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,FalloVision,4.185,32.525,110.675
PAR_00000682,2024-10-22T23:43:00,2024-10-23T03:20:26.114013037,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,FalloVision,3.624,32.366,1827.914
PAR_00000683,2024-10-27T01:00:00,2024-10-27T08:10:39.257664938,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,MantenimientoPreventivoProgramado,7.178,57.367,520.926
PAR_00000684,2024-10-28T23:00:00,2024-10-29T01:14:15.449280010,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,MantenimientoPreventivoProgramado,2.238,18.438,252.719
PAR_00000685,2024-11-11T12:23:00,2024-11-11T16:15:30.603342165,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ01,NoPlanificada,0,VariacionEspesor,3.875,36.67,958.763
PAR_00000686,2024-11-12T11:32:00,2024-11-12T16:20:41.391705538,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,FalloVision,4.811,36.659,157.91
PAR_00000687,2024-11-15T09:20:00,2024-11-15T10:35:00.692883550,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,1.25,10.487,172.319
PAR_00000688,2024-11-18T17:19:00,2024-11-18T18:08:31.490866315,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,DefectoSuperficial,0.825,6.774,78.456
PAR_00000689,2024-11-27T00:36:00,2024-11-27T03:10:20.062979648,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,2.572,18.283,685.764
PAR_00000690,2024-12-10T18:40:00,2024-12-10T21:58:45.758368969,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,DefectoSuperficial,3.313,26.161,194.764
PAR_00000691,2024-12-12T04:25:00,2024-12-12T05:14:13.125227520,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,0.82,7.279,53.926
PAR_00000692,2024-12-15T22:00:00,2024-12-16T01:29:55.994678188,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,ParadaPlanificadaUtilidades,3.499,31.752,375.583
PAR_00000693,2025-01-01T06:00:00,2025-01-01T18:42:14.913458391,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,ParadaPlanificadaUtilidades,12.704,90.356,2017.704
PAR_00000694,2025-01-05T06:45:00,2025-01-05T07:18:39.099133638,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,BloqueoManipulador,0.561,4.693,53.94
PAR_00000695,2025-01-10T04:06:00,2025-01-10T06:59:22.848050230,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,BloqueoManipulador,2.89,23.646,311.602
PAR_00000696,2025-01-14T05:44:00,2025-01-14T06:26:15.302416672,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,0.704,6.842,250.838
PAR_00000697,2025-01-16T14:23:00,2025-01-16T15:54:05.169107884,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,FalloVision,1.518,14.639,245.08
PAR_00000698,2025-01-31T23:27:00,2025-02-01T00:16:39.334120122,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,FalloVision,0.828,5.819,55.018
PAR_00000699,2025-02-05T23:33:00,2025-02-06T00:47:36.523981122,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,FalloVision,1.243,8.849,202.485
PAR_00000700,2025-02-15T08:43:00,2025-02-15T10:35:13.474750760,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,DefectoSuperficial,1.87,16.999,772.966
PAR_00000701,2025-03-08T22:45:00,2025-03-08T23:30:00.391185748,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,VariacionEspesor,0.75,5.68,244.577
PAR_00000702,2025-03-12T10:14:00,2025-03-12T11:56:59.472483991,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,BloqueoManipulador,1.717,15.511,129.068
PAR_00000703,2025-03-13T00:15:00,2025-03-13T03:58:28.059612916,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,FalloVision,3.724,30.218,455.069
PAR_00000704,2025-03-17T13:33:00,2025-03-17T16:21:21.046489228,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,FalloVision,2.806,24.979,256.402
PAR_00000705,2025-03-19T19:01:00,2025-03-19T21:31:32.784427278,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,NoPlanificada,0,FalloVision,2.509,21.771,453.616
PAR_00000706,2025-03-21T19:00:00,2025-03-22T00:09:19.825718695,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ03,Planificada,1,MantenimientoPreventivoProgramado,5.156,49.756,372.881
PAR_00000707,2025-04-04T10:05:00,2025-04-04T14:04:25.456445649,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,FalloVision,3.99,35.352,183.497
PAR_00000708,2025-04-08T00:14:00,2025-04-08T04:48:02.888112619,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,4.567,35.351,717.58
PAR_00000709,2025-04-14T01:00:00,2025-04-14T05:15:20.795135144,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,InspeccionSeguridadReglamentaria,4.256,36.42,311.88
PAR_00000710,2025-04-15T13:29:00,2025-04-15T16:30:20.334477558,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,3.022,27.194,210.518
PAR_00000711,2025-04-21T18:00:00,2025-04-22T02:38:40.543532325,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,MantenimientoPreventivoProgramado,8.645,70.278,549.984
PAR_00000712,2025-05-11T14:25:00,2025-05-11T15:35:13.213056147,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,BloqueoManipulador,1.17,11.968,53.284
PAR_00000713,2025-05-19T22:01:00,2025-05-20T01:56:53.340322044,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,3.931,37.977,146.201
PAR_00000714,2025-05-21T13:13:00,2025-05-21T16:25:14.406552954,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,BloqueoManipulador,3.204,32.712,144.99
PAR_00000715,2025-06-12T15:45:00,2025-06-12T16:06:24.919614734,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,DefectoSuperficial,0.357,2.572,19.216
PAR_00000716,2025-06-17T21:18:00,2025-06-18T00:56:21.824373022,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ01,NoPlanificada,0,DefectoSuperficial,3.639,31.272,1714.899
PAR_00000717,2025-06-21T20:32:00,2025-06-21T22:31:39.444789105,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,1.994,16.843,76.286
PAR_00000718,2025-06-26T09:00:00,2025-06-26T13:27:40.464258346,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,ParadaPlanificadaUtilidades,4.461,43.848,355.842
PAR_00000719,2025-07-05T00:25:00,2025-07-05T01:57:27.111269259,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,BloqueoManipulador,1.541,10.606,441.932
PAR_00000720,2025-07-14T12:00:00,2025-07-14T14:39:41.439310884,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,ParadaPlanificadaUtilidades,2.662,21.038,225.268
PAR_00000721,2025-07-25T22:08:00,2025-07-25T23:47:50.128064107,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,BloqueoManipulador,1.664,15.42,116.851
PAR_00000722,2025-07-31T19:38:00,2025-07-31T20:29:57.105976698,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,FalloVision,0.866,6.419,417.425
PAR_00000723,2025-08-02T02:18:00,2025-08-02T06:55:01.468321143,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,BloqueoManipulador,4.617,35.304,205.855
PAR_00000724,2025-08-12T02:00:00,2025-08-12T05:19:54.343436091,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,Planificada,1,InspeccionSeguridadReglamentaria,3.332,28.288,1731.816
PAR_00000725,2025-08-13T01:41:00,2025-08-13T03:13:37.762832486,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,NoPlanificada,0,BloqueoManipulador,1.544,13.391,156.183
PAR_00000726,2025-08-26T04:13:00,2025-08-26T05:18:31.785193021,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,DefectoSuperficial,1.092,7.838,372.883
PAR_00000727,2025-08-27T20:08:00,2025-08-27T23:41:37.525560390,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,BloqueoManipulador,3.56,25.404,1038.994
PAR_00000728,2025-09-01T21:00:00,2025-09-02T02:19:07.189820871,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,ParadaPlanificadaUtilidades,5.319,43.416,456.875
PAR_00000729,2025-09-02T15:24:00,2025-09-02T18:27:35.650228316,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,VariacionEspesor,3.06,30.584,410.144
PAR_00000730,2025-09-15T19:00:00,2025-09-15T21:40:22.006630628,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,ParadaPlanificadaUtilidades,2.673,25.338,460.384
PAR_00000731,2025-09-20T04:00:00,2025-09-20T09:29:28.226643676,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,Planificada,1,InspeccionSeguridadReglamentaria,5.491,51.625,1762.484
PAR_00000732,2025-10-01T02:00:00,2025-10-01T08:19:46.096804912,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ06,Planificada,1,CambioFormatoPlanificado,6.329,53.322,285.766
PAR_00000733,2025-10-05T07:00:00,2025-10-05T07:42:47.829354494,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ01,NoPlanificada,0,DefectoSuperficial,0.713,6.402,358.055
PAR_00000734,2025-10-14T07:00:00,2025-10-14T11:08:57.401619525,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,ParadaPlanificadaUtilidades,4.149,29.401,228.412
PAR_00000735,2025-10-23T12:00:00,2025-10-23T16:06:12.791340900,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,Planificada,1,InspeccionSeguridadReglamentaria,4.104,37.598,1263.905
PAR_00000736,2025-10-25T21:00:00,2025-10-26T00:49:27.021360622,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,DefectoSuperficial,3.824,36.376,208.148
PAR_00000737,2025-11-08T07:37:00,2025-11-08T08:56:37.889632876,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,NoPlanificada,0,DefectoSuperficial,1.327,10.544,205.112
PAR_00000738,2025-11-12T15:23:00,2025-11-12T16:02:53.165787019,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,FalloVision,0.665,5.753,48.433
PAR_00000739,2025-11-21T10:21:00,2025-11-21T11:10:41.127814873,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,BloqueoManipulador,0.828,7.396,342.739
PAR_00000740,2025-11-27T17:06:00,2025-11-27T21:56:34.752231564,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,VariacionEspesor,4.843,33.691,386.001
PAR_00000741,2025-11-30T03:00:00,2025-11-30T08:17:16.934617082,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,Planificada,1,CambioFormatoPlanificado,5.288,39.667,301.077
PAR_00000742,2025-12-09T20:19:00,2025-12-09T21:54:58.619645131,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ05,NoPlanificada,0,DefectoSuperficial,1.6,12.762,76.095
PAR_00000743,2025-12-10T20:10:00,2025-12-10T22:21:16.703729527,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,NoPlanificada,0,FalloVision,2.188,18.947,472.393
PAR_00000744,2025-12-15T06:00:00,2025-12-15T13:04:42.461015732,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,ParadaPlanificadaUtilidades,7.078,51.493,831.787
PAR_00000745,2025-12-15T22:00:00,2025-12-16T03:27:58.356318808,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ04,Planificada,1,MantenimientoPreventivoProgramado,5.466,52.197,438.717
PAR_00000746,2025-12-22T15:00:00,2025-12-22T18:59:53.851010643,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ01,Planificada,1,ParadaPlanificadaUtilidades,3.998,35.078,1251.091
