mantenimiento_id,fecha_inicio,fecha_fin,planta_id,linea_id,equipo_id,tipo_mantenimiento,programado_flag,correctivo_flag,horas_mantenimiento,coste_mantenimiento_proxy,resultado_mantenimiento
MAN_00000700,2024-07-09T21:15:00,2024-07-09T23:57:28,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoTermico,0,1,2.708,2303.75,Estabilizado
MAN_00000701,2024-08-05T23:00:00,2024-08-06T05:27:28,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,Predictivo,1,0,6.458,5785.81,Exitoso
MAN_00000702,2024-08-06T11:00:00,2024-08-06T13:14:50,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,OverhaulParcial,1,0,2.247,1959.86,Exitoso
MAN_00000703,2024-08-09T08:01:00,2024-08-09T09:31:53,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoMecanico,0,1,1.515,1382.48,ParcialConSeguimiento
MAN_00000704,2024-08-12T01:16:00,2024-08-12T05:23:47,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ02,CorrectivoInstrumentacion,0,1,4.13,1832.45,Recuperado
MAN_00000705,2024-08-13T19:19:00,2024-08-13T20:00:09,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoInstrumentacion,0,1,0.686,653.1,Recuperado
MAN_00000706,2024-08-15T14:00:00,2024-08-15T16:16:56,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,Predictivo,1,0,2.282,1812.69,Exitoso
MAN_00000707,2024-08-22T12:15:00,2024-08-22T13:00:43,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoInstrumentacion,0,1,0.762,663.03,ParcialConSeguimiento
MAN_00000708,2024-08-22T20:22:00,2024-08-23T01:00:47,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoTermico,0,1,4.646,3812.97,Estabilizado
MAN_00000709,2024-08-30T20:37:00,2024-08-30T21:15:21,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoMecanico,0,1,0.639,664.42,Recuperado
MAN_00000710,2024-09-15T14:00:00,2024-09-15T18:20:30,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,OverhaulParcial,1,0,4.342,3591.46,ExitosoConAjustes
MAN_00000711,2024-09-19T13:26:00,2024-09-19T13:56:00,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoInstrumentacion,0,1,0.5,468.31,ParcialConSeguimiento
MAN_00000712,2024-09-29T00:44:00,2024-09-29T10:30:44,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoTermico,0,1,9.779,8087.81,Recuperado
MAN_00000713,2024-10-01T14:00:00,2024-10-01T16:32:48,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,Preventivo,1,0,2.547,2105.58,Exitoso
MAN_00000714,2024-11-05T14:25:00,2024-11-05T15:55:11,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoTermico,0,1,1.503,1289.8,Estabilizado
MAN_00000715,2024-11-15T05:25:00,2024-11-15T06:44:46,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoMecanico,0,1,1.33,1142.25,Recuperado
MAN_00000716,2024-11-26T01:32:00,2024-11-26T02:20:54,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoInstrumentacion,0,1,0.815,680.96,ParcialConSeguimiento
MAN_00000717,2024-12-01T06:00:00,2024-12-01T08:39:47,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,OverhaulParcial,1,0,2.663,2706.94,ExitosoConAjustes
MAN_00000718,2024-12-05T01:42:00,2024-12-05T03:36:55,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoInstrumentacion,0,1,1.915,1385.32,Estabilizado
MAN_00000719,2024-12-09T01:00:00,2024-12-09T02:42:58,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,Predictivo,1,0,1.716,1717.3,Exitoso
MAN_00000720,2024-12-15T14:00:00,2024-12-15T22:07:01,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,Predictivo,1,0,8.117,5769.18,ExitosoConAjustes
MAN_00000721,2024-12-19T01:00:00,2024-12-19T05:13:40,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,OverhaulParcial,1,0,4.228,3235.9,Exitoso
MAN_00000722,2025-01-01T06:00:00,2025-01-01T09:45:43,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,Predictivo,1,0,3.762,3242.89,ExitosoConAjustes
MAN_00000723,2025-02-06T21:30:00,2025-02-06T22:52:44,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoInstrumentacion,0,1,1.379,1205.11,Recuperado
MAN_00000724,2025-03-11T15:43:00,2025-03-11T20:04:03,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoMecanico,0,1,4.351,3582.96,Estabilizado
MAN_00000725,2025-03-15T22:00:00,2025-03-16T06:16:44,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,Preventivo,1,0,8.279,6870.55,PendienteOptimizar
MAN_00000726,2025-04-14T11:43:00,2025-04-14T14:06:39,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoTermico,0,1,2.394,2166.58,Estabilizado
MAN_00000727,2025-04-23T09:00:00,2025-04-23T14:14:26,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,Preventivo,1,0,5.241,4896.16,Exitoso
MAN_00000728,2025-04-28T14:03:00,2025-04-28T14:51:17,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoTermico,0,1,0.805,750.44,Estabilizado
MAN_00000729,2025-04-28T17:33:00,2025-04-28T18:34:07,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoInstrumentacion,0,1,1.019,893.27,Estabilizado
MAN_00000730,2025-05-06T22:23:00,2025-05-07T06:07:06,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ02,CorrectivoMecanico,0,1,7.735,4510.39,Estabilizado
MAN_00000731,2025-06-01T06:00:00,2025-06-01T08:23:50,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ05,Predictivo,1,0,2.397,1405.65,Exitoso
MAN_00000732,2025-06-01T21:00:00,2025-06-02T00:26:58,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,OverhaulParcial,1,0,3.45,2735.18,ExitosoConAjustes
MAN_00000733,2025-06-02T11:42:00,2025-06-02T12:13:10,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ06,CorrectivoInstrumentacion,0,1,0.519,301.97,Estabilizado
MAN_00000734,2025-06-07T21:15:00,2025-06-07T22:14:33,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ06,CorrectivoMecanico,0,1,0.993,570.39,Recuperado
MAN_00000735,2025-06-08T06:19:00,2025-06-08T07:15:32,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoTermico,0,1,0.942,684.57,Estabilizado
MAN_00000736,2025-07-01T14:00:00,2025-07-01T14:53:26,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,Predictivo,1,0,0.891,703.6,ExitosoConAjustes
MAN_00000737,2025-07-07T07:20:00,2025-07-07T08:26:45,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoInstrumentacion,0,1,1.113,823.13,Recuperado
MAN_00000738,2025-07-23T14:00:00,2025-07-23T20:31:35,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,Predictivo,1,0,6.527,5726.84,Exitoso
MAN_00000739,2025-08-22T12:25:00,2025-08-22T15:29:20,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoTermico,0,1,3.072,2620.99,Estabilizado
MAN_00000740,2025-08-30T16:09:00,2025-08-30T16:53:04,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ05,CorrectivoInstrumentacion,0,1,0.735,424.33,Estabilizado
MAN_00000741,2025-10-11T05:00:00,2025-10-11T09:34:18,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,OverhaulParcial,1,0,4.572,4175.11,Exitoso
MAN_00000742,2025-10-11T12:02:00,2025-10-11T15:28:21,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoInstrumentacion,0,1,3.439,2983.91,ParcialConSeguimiento
MAN_00000743,2025-10-23T03:17:00,2025-10-23T10:49:27,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoTermico,0,1,7.541,5559.69,ParcialConSeguimiento
MAN_00000744,2025-10-24T08:00:00,2025-10-24T13:26:58,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,OverhaulParcial,1,0,5.45,3996.61,ExitosoConAjustes
MAN_00000745,2025-11-15T06:00:00,2025-11-15T12:52:55,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,Predictivo,1,0,6.882,7013.13,ExitosoConAjustes
MAN_00000746,2025-11-16T01:02:00,2025-11-16T03:58:21,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ01,CorrectivoTermico,0,1,2.939,2178.36,Estabilizado
MAN_00000747,2025-11-17T20:29:00,2025-11-17T21:29:50,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoInstrumentacion,0,1,1.014,963.8,Recuperado
MAN_00000748,2025-11-29T14:21:00,2025-11-29T15:48:33,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoMecanico,0,1,1.459,1293.16,Estabilizado
MAN_00000749,2025-12-19T22:07:00,2025-12-19T22:37:00,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,CorrectivoTermico,0,1,0.5,467.21,Estabilizado
MAN_00000750,2025-12-25T15:43:00,2025-12-25T17:59:32,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ04,CorrectivoMecanico,0,1,2.276,1873.6,Estabilizado
MAN_00000751,2024-01-14T00:21:00,2024-01-14T00:56:15,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoTermico,0,1,0.588,396.2,Recuperado
MAN_00000752,2024-01-25T04:16:00,2024-01-25T11:47:32,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoTermico,0,1,7.526,7857.28,Estabilizado
MAN_00000753,2024-01-29T03:00:00,2024-01-29T04:25:22,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,Predictivo,1,0,1.423,1328.07,Exitoso
MAN_00000754,2024-02-08T11:00:00,2024-02-08T13:17:52,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,2.298,1868.12,Exitoso
MAN_00000755,2024-02-28T03:00:00,2024-02-28T06:55:35,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Predictivo,1,0,3.926,3927.33,PendienteOptimizar
MAN_00000756,2024-02-28T09:32:00,2024-02-28T11:17:22,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoTermico,0,1,1.756,1433.07,Estabilizado
MAN_00000757,2024-03-13T07:00:00,2024-03-13T12:05:23,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Predictivo,1,0,5.09,4330.71,Exitoso
MAN_00000758,2024-03-15T06:00:00,2024-03-15T10:24:29,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,OverhaulParcial,1,0,4.408,4639.95,Exitoso
MAN_00000759,2024-03-23T09:20:00,2024-03-23T12:18:12,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ02,CorrectivoMecanico,0,1,2.97,1713.26,Estabilizado
MAN_00000760,2024-04-08T11:02:00,2024-04-08T11:49:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,0.799,646.4,Estabilizado
MAN_00000761,2024-04-15T06:00:00,2024-04-15T08:08:15,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,Preventivo,1,0,2.138,1902.33,PendienteOptimizar
MAN_00000762,2024-04-18T08:29:00,2024-04-18T08:59:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,0.5,467.09,Recuperado
MAN_00000763,2024-04-20T04:00:00,2024-04-20T06:19:02,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,Preventivo,1,0,2.317,2163.83,Exitoso
MAN_00000764,2024-05-06T02:00:00,2024-05-06T08:03:35,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,Preventivo,1,0,6.06,4726.15,Exitoso
MAN_00000765,2024-05-07T12:00:00,2024-05-07T17:24:02,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,Preventivo,1,0,5.401,4298.82,ExitosoConAjustes
MAN_00000766,2024-05-11T05:00:00,2024-05-11T08:17:06,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,3.285,3344.77,Exitoso
MAN_00000767,2024-05-15T14:00:00,2024-05-15T16:49:49,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,2.831,2068.59,PendienteOptimizar
MAN_00000768,2024-05-27T23:34:00,2024-05-28T00:11:13,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoMecanico,0,1,0.62,546.55,ParcialConSeguimiento
MAN_00000769,2024-06-03T12:00:00,2024-06-03T17:39:27,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,OverhaulParcial,1,0,5.658,4003.66,Exitoso
MAN_00000770,2024-06-06T05:00:00,2024-06-06T07:47:11,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,Predictivo,1,0,2.786,1911.48,ExitosoConAjustes
MAN_00000771,2024-06-23T09:06:00,2024-06-23T09:57:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoMecanico,0,1,0.865,710.5,Estabilizado
MAN_00000772,2024-06-28T04:04:00,2024-06-28T04:34:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoTermico,0,1,0.5,395.38,Estabilizado
MAN_00000773,2024-06-29T05:38:00,2024-06-29T07:00:32,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoTermico,0,1,1.376,1031.2,Estabilizado
MAN_00000774,2024-07-05T20:30:00,2024-07-05T21:57:33,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoTermico,0,1,1.459,1532.04,Recuperado
MAN_00000775,2024-07-16T19:36:00,2024-07-17T01:23:12,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoInstrumentacion,0,1,5.787,5451.4,Estabilizado
MAN_00000776,2024-07-25T03:00:00,2024-07-25T07:52:59,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,4.883,3815.53,Exitoso
MAN_00000777,2024-08-01T14:00:00,2024-08-01T16:55:43,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,Preventivo,1,0,2.929,1896.73,Exitoso
MAN_00000778,2024-08-10T02:39:00,2024-08-10T04:27:29,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ02,CorrectivoMecanico,0,1,1.808,1224.91,Estabilizado
MAN_00000779,2024-08-31T00:38:00,2024-08-31T03:58:28,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,3.341,2759.62,ParcialConSeguimiento
MAN_00000780,2024-08-31T18:00:00,2024-09-01T00:23:30,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,6.392,5603.43,Exitoso
MAN_00000781,2024-09-02T19:28:00,2024-09-02T20:25:40,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoMecanico,0,1,0.961,649.38,ParcialConSeguimiento
MAN_00000782,2024-09-08T21:41:00,2024-09-09T00:30:31,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoTermico,0,1,2.825,2362.43,ParcialConSeguimiento
MAN_00000783,2024-09-10T09:20:00,2024-09-10T09:50:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoTermico,0,1,0.5,470.62,Recuperado
MAN_00000784,2024-09-21T00:00:00,2024-09-21T15:41:53,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ02,OverhaulParcial,1,0,15.698,10607.03,Exitoso
MAN_00000785,2024-09-28T14:09:00,2024-09-28T15:45:28,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,1.608,1378.43,ParcialConSeguimiento
MAN_00000786,2024-10-13T11:24:00,2024-10-13T11:54:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoTermico,0,1,0.5,379.14,Estabilizado
MAN_00000787,2024-10-20T00:00:00,2024-10-20T05:18:15,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,5.304,4284.93,Exitoso
MAN_00000788,2024-10-25T16:00:00,2024-10-25T20:36:48,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,4.613,3256.78,Exitoso
MAN_00000789,2024-11-03T16:26:00,2024-11-03T19:51:47,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoTermico,0,1,3.43,3346.2,ParcialConSeguimiento
MAN_00000790,2024-11-09T14:01:00,2024-11-09T16:20:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,2.332,2346.87,Estabilizado
MAN_00000791,2024-11-23T11:26:00,2024-11-23T15:56:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoInstrumentacion,0,1,4.515,3558.82,Recuperado
MAN_00000792,2024-11-27T17:13:00,2024-11-27T17:43:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoInstrumentacion,0,1,0.5,361.0,Recuperado
MAN_00000793,2024-12-02T08:00:00,2024-12-02T11:42:28,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,3.708,3233.25,ExitosoConAjustes
MAN_00000794,2024-12-19T18:18:00,2024-12-20T00:59:41,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoTermico,0,1,6.695,5199.43,Estabilizado
MAN_00000795,2024-12-22T20:00:00,2024-12-22T23:03:42,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,OverhaulParcial,1,0,3.062,2725.59,Exitoso
MAN_00000796,2024-12-29T07:11:00,2024-12-29T11:18:39,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoInstrumentacion,0,1,4.128,3599.4,Estabilizado
MAN_00000797,2024-12-30T21:40:00,2024-12-30T23:49:22,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoTermico,0,1,2.156,2239.32,Recuperado
MAN_00000798,2025-01-01T02:12:00,2025-01-01T02:53:02,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoMecanico,0,1,0.684,514.89,ParcialConSeguimiento
MAN_00000799,2025-01-05T12:10:00,2025-01-05T13:49:43,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoTermico,0,1,1.662,1361.31,Recuperado
MAN_00000800,2025-01-12T09:26:00,2025-01-12T09:57:12,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoMecanico,0,1,0.52,388.39,Recuperado
MAN_00000801,2025-01-24T06:00:00,2025-01-24T09:38:31,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,OverhaulParcial,1,0,3.642,3643.91,ExitosoConAjustes
MAN_00000802,2025-02-05T04:00:00,2025-02-05T11:39:25,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,Predictivo,1,0,7.657,5569.75,Exitoso
MAN_00000803,2025-02-06T03:00:00,2025-02-06T11:57:30,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,OverhaulParcial,1,0,8.958,6725.05,Exitoso
MAN_00000804,2025-02-08T03:18:00,2025-02-08T04:45:19,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoMecanico,0,1,1.455,1362.21,ParcialConSeguimiento
MAN_00000805,2025-02-15T22:00:00,2025-02-16T01:53:33,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,Predictivo,1,0,3.893,2663.5,Exitoso
MAN_00000806,2025-02-19T21:35:00,2025-02-19T22:25:19,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoInstrumentacion,0,1,0.839,680.15,Recuperado
MAN_00000807,2025-02-20T00:37:00,2025-02-20T05:15:15,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoMecanico,0,1,4.638,3466.68,Estabilizado
MAN_00000808,2025-02-27T16:30:00,2025-02-27T19:38:32,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoMecanico,0,1,3.142,2345.45,Estabilizado
MAN_00000809,2025-02-28T03:43:00,2025-02-28T07:14:07,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoTermico,0,1,3.519,2623.04,Estabilizado
MAN_00000810,2025-03-06T12:00:00,2025-03-06T19:15:36,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,Preventivo,1,0,7.26,5432.55,ExitosoConAjustes
MAN_00000811,2025-03-20T22:06:00,2025-03-20T23:38:41,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoInstrumentacion,0,1,1.545,1263.95,Estabilizado
MAN_00000812,2025-03-21T07:39:00,2025-03-21T08:09:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoInstrumentacion,0,1,0.5,324.72,Estabilizado
MAN_00000813,2025-03-29T16:12:00,2025-03-29T20:18:29,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,4.108,3520.56,ParcialConSeguimiento
MAN_00000814,2025-04-11T20:15:00,2025-04-11T20:45:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoMecanico,0,1,0.5,342.61,Estabilizado
MAN_00000815,2025-04-16T10:18:00,2025-04-16T12:20:02,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoInstrumentacion,0,1,2.034,1849.02,Estabilizado
MAN_00000816,2025-04-21T18:05:00,2025-04-21T23:31:42,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,5.445,5558.39,Estabilizado
MAN_00000817,2025-04-25T21:22:00,2025-04-25T21:52:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoTermico,0,1,0.5,364.97,Estabilizado
MAN_00000818,2025-05-03T00:00:00,2025-05-03T01:18:53,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,1.315,1040.95,Exitoso
MAN_00000819,2025-05-23T01:43:00,2025-05-23T02:19:32,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoMecanico,0,1,0.609,483.13,Estabilizado
MAN_00000820,2025-05-27T22:33:00,2025-05-27T23:33:52,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoInstrumentacion,0,1,1.015,738.15,Estabilizado
MAN_00000821,2025-06-02T04:00:00,2025-06-02T12:02:17,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,OverhaulParcial,1,0,8.038,6534.33,Exitoso
MAN_00000822,2025-06-11T15:08:00,2025-06-11T16:09:03,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoTermico,0,1,1.018,1068.65,Estabilizado
MAN_00000823,2025-06-14T13:07:00,2025-06-14T14:16:26,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoTermico,0,1,1.157,918.48,Estabilizado
MAN_00000824,2025-06-15T14:00:00,2025-06-15T15:20:26,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,Predictivo,1,0,1.341,1148.25,Exitoso
MAN_00000825,2025-06-16T20:00:00,2025-06-16T21:58:28,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,1.975,1736.48,Exitoso
MAN_00000826,2025-06-23T14:00:00,2025-06-24T03:17:26,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Preventivo,1,0,13.291,13116.01,Exitoso
MAN_00000827,2025-07-04T08:21:00,2025-07-04T08:52:13,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,CorrectivoMecanico,0,1,0.52,400.2,Estabilizado
MAN_00000828,2025-07-07T06:00:00,2025-07-07T08:53:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,OverhaulParcial,1,0,2.899,3035.8,ExitosoConAjustes
MAN_00000829,2025-07-15T16:00:00,2025-07-15T20:54:51,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,Preventivo,1,0,4.914,3231.66,ExitosoConAjustes
MAN_00000830,2025-07-19T16:00:00,2025-07-19T17:03:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,Predictivo,1,0,1.065,853.45,PendienteOptimizar
MAN_00000831,2025-07-21T10:00:00,2025-07-21T15:35:55,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,Predictivo,1,0,5.599,5457.75,ExitosoConAjustes
MAN_00000832,2025-08-07T01:00:00,2025-08-07T01:41:10,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoTermico,0,1,0.686,650.86,ParcialConSeguimiento
MAN_00000833,2025-08-19T02:21:00,2025-08-19T05:22:42,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoMecanico,0,1,3.028,2139.72,Recuperado
MAN_00000834,2025-08-20T01:41:00,2025-08-20T05:40:36,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ05,CorrectivoTermico,0,1,3.993,2838.77,Estabilizado
MAN_00000835,2025-08-21T17:00:00,2025-08-21T19:59:56,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ02,OverhaulParcial,1,0,2.999,1916.92,ExitosoConAjustes
MAN_00000836,2025-09-01T22:00:00,2025-09-02T01:12:18,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ03,Predictivo,1,0,3.205,2393.13,Exitoso
MAN_00000837,2025-09-12T01:44:00,2025-09-12T06:29:00,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ04,CorrectivoTermico,0,1,4.75,3044.09,Recuperado
MAN_00000838,2025-09-16T21:24:00,2025-09-16T22:02:33,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,CorrectivoTermico,0,1,0.643,569.01,Estabilizado
MAN_00000839,2025-09-25T05:43:00,2025-09-25T07:49:26,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,CorrectivoInstrumentacion,0,1,2.107,1986.63,Estabilizado
