fecha,turno,planta_id,demanda_operativa_indice,mix_complejidad_indice,temperatura_ambiente,precio_energia_mercado_proxy,tension_operativa_proxy
2024-08-20,C,PLT_ALA,0.961,0.9765,4.32,118.887,1.0094
2024-08-21,A,PLT_ALA,0.9544,0.9653,9.09,122.465,0.7451
2024-08-21,B,PLT_ALA,0.9127,0.9448,7.61,135.864,0.7024
2024-08-21,C,PLT_ALA,0.8707,0.9844,6.94,140.09,0.8844
2024-08-22,A,PLT_ALA,0.9223,1.0478,9.16,130.653,0.7973
2024-08-22,B,PLT_ALA,0.9207,0.9859,10.67,124.868,0.7528
2024-08-22,C,PLT_ALA,0.9591,0.9324,8.81,127.134,0.8985
2024-08-23,A,PLT_ALA,0.9626,1.0035,6.31,114.018,0.6976
2024-08-23,B,PLT_ALA,0.9157,0.9383,10.2,128.391,0.7948
2024-08-23,C,PLT_ALA,0.8054,1.0214,7.57,119.194,0.9802
2024-08-24,A,PLT_ALA,0.9186,0.9661,3.88,104.453,0.7419
2024-08-24,B,PLT_ALA,0.8546,0.9945,6.31,114.818,0.8239
2024-08-24,C,PLT_ALA,0.8484,0.9486,3.14,111.833,0.9187
2024-08-25,A,PLT_ALA,0.9184,0.9611,13.12,114.396,0.8197
2024-08-25,B,PLT_ALA,0.911,0.8684,10.81,123.117,0.662
2024-08-25,C,PLT_ALA,0.7774,0.9362,10.26,91.488,0.8452
2024-08-26,A,PLT_ALA,0.9305,1.016,7.7,124.344,0.7489
2024-08-26,B,PLT_ALA,0.9913,1.0533,7.5,120.508,0.7308
2024-08-26,C,PLT_ALA,0.9007,0.8847,8.75,126.545,0.8762
2024-08-27,A,PLT_ALA,0.9387,0.9512,8.7,117.615,0.7868
2024-08-27,B,PLT_ALA,1.0229,0.9597,4.77,126.88,0.7763
2024-08-27,C,PLT_ALA,0.8772,1.0266,9.13,121.325,0.9426
2024-08-28,A,PLT_ALA,1.0204,0.9487,8.75,111.905,0.7074
2024-08-28,B,PLT_ALA,1.0,0.9331,6.41,126.876,0.7968
2024-08-28,C,PLT_ALA,0.9371,0.9992,9.38,121.839,0.9912
2024-08-29,A,PLT_ALA,0.9518,0.8809,0.69,124.39,0.6906
2024-08-29,B,PLT_ALA,0.9743,1.0105,-0.19,122.828,0.8034
2024-08-29,C,PLT_ALA,0.9503,0.9603,3.25,128.777,1.0545
2024-08-30,A,PLT_ALA,0.9306,0.9445,7.19,121.741,0.6881
2024-08-30,B,PLT_ALA,0.9746,1.0212,3.82,119.208,0.7952
2024-08-30,C,PLT_ALA,0.7964,0.9462,8.06,117.317,0.9298
2024-08-31,A,PLT_ALA,0.9138,0.9671,8.15,114.607,0.6901
2024-08-31,B,PLT_ALA,0.9044,0.9388,8.1,115.161,0.784
2024-08-31,C,PLT_ALA,0.8353,0.9889,8.75,110.626,0.9529
2024-09-01,A,PLT_ALA,0.8844,0.973,8.38,105.959,0.7147
2024-09-01,B,PLT_ALA,0.8919,0.9832,10.61,121.903,0.657
2024-09-01,C,PLT_ALA,0.8147,0.9297,7.25,111.242,0.9784
2024-09-02,A,PLT_ALA,1.0475,0.9475,3.45,122.968,0.7987
2024-09-02,B,PLT_ALA,0.9703,0.9826,2.17,133.96,0.7241
2024-09-02,C,PLT_ALA,0.9631,0.997,3.24,121.72,0.9727
2024-09-03,A,PLT_ALA,0.9094,1.0402,4.19,120.856,0.806
2024-09-03,B,PLT_ALA,0.9533,0.9336,2.11,125.214,0.8107
2024-09-03,C,PLT_ALA,0.8631,0.912,4.68,134.457,0.8845
2024-09-04,A,PLT_ALA,0.9919,1.0626,5.96,123.645,0.7817
2024-09-04,B,PLT_ALA,0.9799,0.9735,8.54,134.262,0.7175
2024-09-04,C,PLT_ALA,0.8989,0.9288,7.71,117.513,0.9587
2024-09-05,A,PLT_ALA,0.9457,0.7849,7.01,135.525,0.7545
2024-09-05,B,PLT_ALA,0.8685,0.9984,8.29,130.485,0.7518
2024-09-05,C,PLT_ALA,0.8717,0.957,6.4,133.026,0.9785
2024-09-06,A,PLT_ALA,1.0068,1.0047,1.45,121.334,0.8677
2024-09-06,B,PLT_ALA,0.9339,0.9617,5.55,138.227,0.6876
2024-09-06,C,PLT_ALA,0.8689,0.9158,1.74,125.239,0.922
2024-09-07,A,PLT_ALA,0.8266,0.9905,3.64,118.968,0.71
2024-09-07,B,PLT_ALA,0.7388,0.9313,6.77,120.89,0.6422
2024-09-07,C,PLT_ALA,0.8076,0.848,5.76,103.66,0.7585
2024-09-08,A,PLT_ALA,0.8372,1.0282,7.07,115.501,0.7599
2024-09-08,B,PLT_ALA,0.8403,0.9665,6.17,116.001,0.7975
2024-09-08,C,PLT_ALA,0.7905,1.0192,5.34,119.008,0.996
2024-09-09,A,PLT_ALA,0.9934,0.9671,4.85,117.59,0.7557
2024-09-09,B,PLT_ALA,1.0093,0.8573,6.64,136.073,0.7191
2024-09-09,C,PLT_ALA,0.9758,0.9889,10.19,127.373,1.0266
2024-09-10,A,PLT_ALA,0.925,0.9613,6.96,121.741,0.7655
2024-09-10,B,PLT_ALA,0.9543,0.9231,5.11,138.031,0.7809
2024-09-10,C,PLT_ALA,0.8915,1.04,6.81,117.493,0.9634
2024-09-11,A,PLT_ALA,1.004,0.9256,5.44,121.274,0.7955
2024-09-11,B,PLT_ALA,0.9333,1.0362,4.47,125.948,0.7005
2024-09-11,C,PLT_ALA,0.8528,1.0179,4.33,114.209,1.0412
2024-09-12,A,PLT_ALA,1.0118,0.9611,4.73,137.733,0.7552
2024-09-12,B,PLT_ALA,0.9594,0.8941,6.96,140.187,0.7537
2024-09-12,C,PLT_ALA,0.863,0.8604,5.91,138.196,0.842
2024-09-13,A,PLT_ALA,0.9954,0.9419,3.34,117.874,0.8809
2024-09-13,B,PLT_ALA,0.9952,0.9587,5.39,137.156,0.7633
2024-09-13,C,PLT_ALA,0.8565,1.0167,4.24,139.415,0.9163
2024-09-14,A,PLT_ALA,0.8529,0.9128,9.89,114.464,0.7828
2024-09-14,B,PLT_ALA,0.8809,0.872,10.07,117.502,0.6237
2024-09-14,C,PLT_ALA,0.8194,0.9069,9.55,110.749,0.897
2024-09-15,A,PLT_ALA,0.9362,0.9877,6.44,107.483,0.8274
2024-09-15,B,PLT_ALA,0.8664,0.9234,4.76,121.818,0.7478
2024-09-15,C,PLT_ALA,0.783,0.9347,5.77,111.099,0.8074
2024-09-16,A,PLT_ALA,0.9659,0.9277,6.25,122.525,0.6763
2024-09-16,B,PLT_ALA,1.0045,0.9614,8.46,140.025,0.8692
2024-09-16,C,PLT_ALA,0.8921,1.001,6.0,141.276,0.9735
2024-09-17,A,PLT_ALA,0.9221,0.867,8.27,123.485,0.7991
2024-09-17,B,PLT_ALA,0.9265,0.9751,8.23,127.756,0.7615
2024-09-17,C,PLT_ALA,0.9791,0.9638,7.06,125.082,1.0801
2024-09-18,A,PLT_ALA,1.0196,0.9168,5.89,117.357,0.8063
2024-09-18,B,PLT_ALA,0.9473,0.9466,6.19,126.177,0.7958
2024-09-18,C,PLT_ALA,0.8382,0.8644,7.3,133.087,0.8378
2024-09-19,A,PLT_ALA,0.9165,0.9601,2.66,139.907,0.7281
2024-09-19,B,PLT_ALA,0.9347,0.9818,0.96,129.211,0.831
2024-09-19,C,PLT_ALA,0.8356,0.9189,0.55,127.869,0.9035
2024-09-20,A,PLT_ALA,1.0309,1.027,3.73,129.433,0.7924
2024-09-20,B,PLT_ALA,0.9917,0.9266,4.03,138.172,0.6848
2024-09-20,C,PLT_ALA,0.899,0.878,4.1,113.825,0.8934
2024-09-21,A,PLT_ALA,0.836,0.9326,3.56,109.414,0.6427
2024-09-21,B,PLT_ALA,0.9102,0.9795,4.67,128.54,0.7727
2024-09-21,C,PLT_ALA,0.7866,0.9978,2.56,113.865,1.0054
2024-09-22,A,PLT_ALA,0.9045,1.062,4.03,112.248,0.7518
2024-09-22,B,PLT_ALA,0.8351,0.8684,6.36,127.022,0.7598
2024-09-22,C,PLT_ALA,0.7979,0.8495,5.93,111.665,0.8988
2024-09-23,A,PLT_ALA,0.9663,0.9003,4.84,121.502,0.7285
2024-09-23,B,PLT_ALA,0.9576,0.9396,7.64,146.218,0.817
2024-09-23,C,PLT_ALA,0.8674,1.0103,6.99,123.615,0.9596
2024-09-24,A,PLT_ALA,0.9739,0.9984,6.26,124.669,0.8273
2024-09-24,B,PLT_ALA,0.9477,0.8428,6.23,135.108,0.6829
2024-09-24,C,PLT_ALA,0.9471,0.9373,5.58,126.498,0.9699
2024-09-25,A,PLT_ALA,0.9783,0.9693,5.72,130.212,0.7517
2024-09-25,B,PLT_ALA,0.9552,1.05,7.4,138.732,0.7505
2024-09-25,C,PLT_ALA,0.8406,0.8733,6.03,126.412,0.9646
2024-09-26,A,PLT_ALA,0.9545,0.9461,5.65,122.851,0.7512
2024-09-26,B,PLT_ALA,0.9042,0.9678,5.95,133.18,0.7299
2024-09-26,C,PLT_ALA,0.8453,0.9669,4.62,125.418,0.8685
2024-09-27,A,PLT_ALA,1.0625,0.9376,5.56,132.352,0.7846
2024-09-27,B,PLT_ALA,0.9528,0.9234,4.43,141.824,0.7397
2024-09-27,C,PLT_ALA,0.8281,0.875,7.3,123.042,0.913
2024-09-28,A,PLT_ALA,0.814,1.0091,7.93,110.519,0.681
2024-09-28,B,PLT_ALA,0.8192,0.9864,8.2,114.136,0.7736
2024-09-28,C,PLT_ALA,0.8317,0.9965,4.1,121.288,0.8624
2024-09-29,A,PLT_ALA,0.9016,0.9584,4.82,105.778,0.8475
2024-09-29,B,PLT_ALA,0.8837,0.9181,5.61,121.538,0.718
2024-09-29,C,PLT_ALA,0.8253,0.8427,5.11,112.93,0.8357
2024-09-30,A,PLT_ALA,0.8694,0.9573,8.45,122.531,0.6794
2024-09-30,B,PLT_ALA,0.9203,0.9292,9.13,137.714,0.7869
2024-09-30,C,PLT_ALA,0.9374,0.8804,11.73,112.827,0.8226
2024-10-01,A,PLT_ALA,0.9277,0.9067,5.23,121.829,0.7119
2024-10-01,B,PLT_ALA,0.8898,0.9829,5.29,120.461,0.6966
2024-10-01,C,PLT_ALA,0.9349,0.9107,5.27,112.83,0.9171
2024-10-02,A,PLT_ALA,1.0454,0.9668,4.49,130.622,0.8079
2024-10-02,B,PLT_ALA,0.9461,0.955,4.79,137.912,0.7563
2024-10-02,C,PLT_ALA,0.9423,0.9631,4.03,119.55,1.0107
2024-10-03,A,PLT_ALA,1.0292,0.9106,3.73,124.975,0.762
2024-10-03,B,PLT_ALA,0.9333,0.9902,5.71,131.075,0.8998
2024-10-03,C,PLT_ALA,0.8206,0.9663,5.59,130.332,0.9117
2024-10-04,A,PLT_ALA,0.936,0.9825,3.09,127.317,0.7923
2024-10-04,B,PLT_ALA,0.9097,0.9829,3.52,142.706,0.8058
2024-10-04,C,PLT_ALA,0.8717,0.8556,4.78,128.632,0.8923
2024-10-05,A,PLT_ALA,1.0096,1.0363,6.91,117.018,0.8587
2024-10-05,B,PLT_ALA,0.8081,0.9499,6.03,113.89,0.7489
2024-10-05,C,PLT_ALA,0.908,0.9787,3.35,131.681,0.9873
2024-10-06,A,PLT_ALA,0.9244,0.9492,7.91,114.656,0.6575
2024-10-06,B,PLT_ALA,0.8893,0.9929,5.75,125.779,0.8441
2024-10-06,C,PLT_ALA,0.7997,1.0076,5.69,114.275,0.9832
2024-10-07,A,PLT_ALA,0.9486,0.9151,4.73,117.776,0.8131
2024-10-07,B,PLT_ALA,1.0062,0.9471,3.38,134.917,0.7827
2024-10-07,C,PLT_ALA,0.9042,0.9811,4.25,128.704,0.8983
2024-10-08,A,PLT_ALA,0.9378,0.9837,2.8,134.221,0.7581
2024-10-08,B,PLT_ALA,0.907,0.8828,5.45,137.914,0.6869
2024-10-08,C,PLT_ALA,0.8586,0.9148,2.96,116.075,0.8799
2024-10-09,A,PLT_ALA,0.8979,1.0288,9.12,119.266,0.7235
2024-10-09,B,PLT_ALA,0.915,0.955,8.37,134.399,0.765
2024-10-09,C,PLT_ALA,0.9073,0.958,7.31,114.735,0.8595
2024-10-10,A,PLT_ALA,0.9644,0.8972,3.11,124.772,0.7239
2024-10-10,B,PLT_ALA,0.9945,0.8726,4.83,126.623,0.675
2024-10-10,C,PLT_ALA,0.9199,0.903,2.9,118.049,0.9104
2024-10-11,A,PLT_ALA,0.9726,0.9192,4.45,124.125,0.7849
2024-10-11,B,PLT_ALA,0.9996,1.0349,5.43,141.423,0.7817
2024-10-11,C,PLT_ALA,0.9067,0.9587,6.9,135.006,0.9152
2024-10-12,A,PLT_ALA,0.9663,0.8663,6.21,90.553,0.7717
2024-10-12,B,PLT_ALA,0.9144,0.9037,4.71,124.472,0.753
2024-10-12,C,PLT_ALA,0.8291,0.9745,4.74,106.033,0.9877
2024-10-13,A,PLT_ALA,0.8044,1.0187,7.17,121.21,0.6657
2024-10-13,B,PLT_ALA,0.9337,0.97,6.78,121.515,0.7089
2024-10-13,C,PLT_ALA,0.8629,0.8702,6.68,118.082,0.8966
2024-10-14,A,PLT_ALA,1.0146,0.9993,5.99,129.176,0.6397
2024-10-14,B,PLT_ALA,0.9232,0.9484,5.54,134.55,0.7672
2024-10-14,C,PLT_ALA,0.8782,1.0526,5.36,125.288,1.0518
2024-10-15,A,PLT_ALA,0.9244,0.9394,5.47,127.788,0.8062
2024-10-15,B,PLT_ALA,0.951,0.9763,4.63,139.466,0.7413
2024-10-15,C,PLT_ALA,0.8439,0.9971,4.99,126.363,0.8827
2024-10-16,A,PLT_ALA,0.9828,0.943,7.76,117.7,0.743
2024-10-16,B,PLT_ALA,0.9644,0.9628,8.44,144.269,0.8496
2024-10-16,C,PLT_ALA,0.7992,0.9314,6.84,136.547,0.8601
2024-10-17,A,PLT_ALA,0.9549,0.9507,5.81,137.32,0.7606
2024-10-17,B,PLT_ALA,0.9326,0.9118,4.43,133.916,0.7238
2024-10-17,C,PLT_ALA,0.8919,0.8412,7.16,121.706,0.8938
2024-10-18,A,PLT_ALA,0.9682,0.9924,6.16,127.088,0.8449
2024-10-18,B,PLT_ALA,1.0204,1.0298,3.72,129.14,0.8725
2024-10-18,C,PLT_ALA,0.7845,0.9202,4.36,127.563,0.853
2024-10-19,A,PLT_ALA,0.9598,0.9948,4.96,105.56,0.778
2024-10-19,B,PLT_ALA,0.8486,0.9952,5.97,121.93,0.7524
2024-10-19,C,PLT_ALA,0.8634,0.824,3.95,108.591,0.8728
2024-10-20,A,PLT_ALA,0.8615,0.9164,3.81,122.178,0.7221
2024-10-20,B,PLT_ALA,0.899,0.9767,2.87,118.639,0.6616
2024-10-20,C,PLT_ALA,0.7909,0.8998,5.01,100.546,0.7927
2024-10-21,A,PLT_ALA,0.9953,0.8773,7.6,114.748,0.7212
2024-10-21,B,PLT_ALA,0.96,0.9393,7.75,131.713,0.7212
2024-10-21,C,PLT_ALA,0.9665,0.8895,8.8,127.364,0.8709
2024-10-22,A,PLT_ALA,1.0156,1.0336,4.95,116.36,0.7687
2024-10-22,B,PLT_ALA,0.9039,0.9558,5.24,140.906,0.8128
2024-10-22,C,PLT_ALA,0.953,0.9513,4.84,131.357,0.9936
2024-10-23,A,PLT_ALA,1.0051,0.9704,5.0,127.531,0.8257
2024-10-23,B,PLT_ALA,0.9428,0.9417,7.99,135.311,0.8422
2024-10-23,C,PLT_ALA,0.9124,0.9434,7.29,138.104,0.9174
2024-10-24,A,PLT_ALA,0.9811,0.9797,5.23,120.893,0.8758
2024-10-24,B,PLT_ALA,0.9373,1.0008,8.1,151.925,0.71
2024-10-24,C,PLT_ALA,0.8614,0.9258,4.67,138.116,0.9452
2024-10-25,A,PLT_ALA,0.8976,0.9677,6.97,125.772,0.8118
2024-10-25,B,PLT_ALA,0.9502,0.9683,4.7,133.094,0.748
2024-10-25,C,PLT_ALA,0.9401,1.0059,5.46,131.068,0.9743
2024-10-26,A,PLT_ALA,0.8798,1.0331,8.51,119.391,0.7221
2024-10-26,B,PLT_ALA,0.8702,1.0259,8.39,138.117,0.69
2024-10-26,C,PLT_ALA,0.8058,0.9392,6.06,116.43,0.8915
2024-10-27,A,PLT_ALA,0.9298,1.0093,7.81,120.41,0.8194
2024-10-27,B,PLT_ALA,0.8061,0.9643,6.74,111.211,0.6778
2024-10-27,C,PLT_ALA,0.862,0.9865,7.88,115.593,0.8922
2024-10-28,A,PLT_ALA,1.0028,0.992,7.35,132.268,0.7877
2024-10-28,B,PLT_ALA,0.9514,0.9713,9.75,142.691,0.7405
2024-10-28,C,PLT_ALA,0.8932,0.9845,8.37,125.898,0.8915
2024-10-29,A,PLT_ALA,1.0204,1.0256,7.65,128.475,0.7873
2024-10-29,B,PLT_ALA,0.9182,1.0063,8.05,135.357,0.786
2024-10-29,C,PLT_ALA,0.9546,0.9135,8.13,135.578,0.9436
2024-10-30,A,PLT_ALA,0.9555,0.9822,5.28,134.86,0.7611
2024-10-30,B,PLT_ALA,0.9253,0.9306,6.21,134.106,0.7515
2024-10-30,C,PLT_ALA,0.8662,1.0275,9.04,128.222,1.0052
2024-10-31,A,PLT_ALA,0.8763,0.9575,2.8,120.576,0.818
2024-10-31,B,PLT_ALA,0.9561,0.9674,5.27,141.515,0.7425
2024-10-31,C,PLT_ALA,0.9627,0.9732,5.59,140.349,0.973
2024-11-01,A,PLT_ALA,0.9379,0.9537,9.2,124.244,0.7884
2024-11-01,B,PLT_ALA,0.9586,0.9751,7.08,128.829,0.7891
2024-11-01,C,PLT_ALA,0.9535,1.0408,4.64,128.16,1.0716
2024-11-02,A,PLT_ALA,0.8663,0.9253,6.6,120.521,0.6764
2024-11-02,B,PLT_ALA,0.8452,0.9833,7.35,118.711,0.7183
2024-11-02,C,PLT_ALA,0.8147,0.9516,6.36,108.198,0.9502
2024-11-03,A,PLT_ALA,0.9581,1.0509,2.11,110.413,0.8157
2024-11-03,B,PLT_ALA,0.906,1.0162,4.28,125.468,0.8173
2024-11-03,C,PLT_ALA,0.8822,0.9016,3.08,114.072,0.9177
2024-11-04,A,PLT_ALA,1.0466,0.9897,6.91,135.993,0.7651
2024-11-04,B,PLT_ALA,0.9708,0.9946,7.27,152.823,0.7661
2024-11-04,C,PLT_ALA,0.864,1.005,8.85,136.918,0.8844
2024-11-05,A,PLT_ALA,1.035,1.0028,4.01,137.949,0.7697
2024-11-05,B,PLT_ALA,0.8853,1.0328,6.03,138.76,0.789
2024-11-05,C,PLT_ALA,0.885,0.9476,5.54,137.166,0.89
2024-11-06,A,PLT_ALA,0.9557,1.028,8.17,138.141,0.7027
2024-11-06,B,PLT_ALA,0.9888,0.9514,8.1,141.277,0.823
2024-11-06,C,PLT_ALA,1.0264,0.9535,9.62,130.869,0.9591
2024-11-07,A,PLT_ALA,1.0301,1.0321,6.77,137.598,0.8198
2024-11-07,B,PLT_ALA,0.9073,0.9912,5.17,140.194,0.9023
2024-11-07,C,PLT_ALA,1.0371,0.9557,8.3,129.887,1.05
2024-11-08,A,PLT_ALA,0.9965,1.0133,5.09,127.757,0.7689
2024-11-08,B,PLT_ALA,0.9586,1.0088,5.76,140.663,0.7496
2024-11-08,C,PLT_ALA,0.9482,1.0005,7.65,142.038,0.8933
2024-11-09,A,PLT_ALA,0.9147,0.9862,10.17,111.681,0.7623
2024-11-09,B,PLT_ALA,0.8827,1.0359,10.46,126.996,0.7962
2024-11-09,C,PLT_ALA,0.9253,0.9246,11.28,125.397,0.9986
2024-11-10,A,PLT_ALA,0.936,0.9566,6.24,117.514,0.7496
2024-11-10,B,PLT_ALA,0.9458,0.9327,7.29,128.751,0.7319
2024-11-10,C,PLT_ALA,0.8589,0.9857,4.94,117.347,0.9581
2024-11-11,A,PLT_ALA,0.9789,1.0428,0.97,121.605,0.8421
2024-11-11,B,PLT_ALA,0.9618,1.017,2.62,132.661,0.8312
2024-11-11,C,PLT_ALA,0.8602,1.0558,4.46,139.472,1.0069
2024-11-12,A,PLT_ALA,1.0028,1.0368,5.57,129.604,0.7741
2024-11-12,B,PLT_ALA,0.9618,1.0313,5.61,146.489,0.785
2024-11-12,C,PLT_ALA,0.9338,0.967,8.86,125.57,0.8967
2024-11-13,A,PLT_ALA,1.0769,0.9913,8.77,133.023,0.8462
2024-11-13,B,PLT_ALA,0.91,1.0177,9.27,135.551,0.7604
2024-11-13,C,PLT_ALA,0.9359,0.992,10.82,137.227,0.9291
2024-11-14,A,PLT_ALA,1.0815,1.0567,5.82,137.586,0.9185
2024-11-14,B,PLT_ALA,0.9676,0.9539,8.42,131.684,0.7251
2024-11-14,C,PLT_ALA,0.9031,1.0032,7.25,134.361,0.9563
2024-11-15,A,PLT_ALA,1.0279,1.0132,3.66,129.28,0.8143
2024-11-15,B,PLT_ALA,0.9016,1.0415,3.88,131.949,0.6656
2024-11-15,C,PLT_ALA,0.8787,0.9932,7.34,139.836,1.0054
2024-11-16,A,PLT_ALA,0.9655,0.9685,10.92,117.364,0.7888
2024-11-16,B,PLT_ALA,0.8236,1.0327,12.08,131.901,0.7877
2024-11-16,C,PLT_ALA,0.8061,0.9766,11.71,111.334,0.952
2024-11-17,A,PLT_ALA,0.9263,1.007,8.25,123.478,0.7352
2024-11-17,B,PLT_ALA,0.9667,1.091,8.1,126.646,0.7783
2024-11-17,C,PLT_ALA,0.9312,0.9292,6.42,119.934,0.8261
2024-11-18,A,PLT_ALA,1.03,0.9274,14.03,126.936,0.738
2024-11-18,B,PLT_ALA,1.0508,1.0245,13.32,150.38,0.7882
2024-11-18,C,PLT_ALA,0.9015,0.9923,16.14,123.328,0.9945
2024-11-19,A,PLT_ALA,1.0369,0.9838,9.27,129.787,0.7578
2024-11-19,B,PLT_ALA,1.0162,0.979,8.48,139.123,0.9461
2024-11-19,C,PLT_ALA,0.9674,0.9708,6.73,120.481,0.96
2024-11-20,A,PLT_ALA,0.969,1.1024,8.19,126.878,0.768
2024-11-20,B,PLT_ALA,0.9616,0.9955,9.79,139.832,0.7936
2024-11-20,C,PLT_ALA,0.8824,1.0508,9.72,127.749,0.8643
2024-11-21,A,PLT_ALA,0.9072,1.0238,8.1,136.189,0.7641
2024-11-21,B,PLT_ALA,0.8895,1.0467,5.29,140.02,0.821
2024-11-21,C,PLT_ALA,0.9539,0.9469,8.45,141.999,0.9244
2024-11-22,A,PLT_ALA,1.0404,1.0393,9.88,134.39,0.7612
2024-11-22,B,PLT_ALA,0.9433,1.0628,8.51,150.857,0.87
2024-11-22,C,PLT_ALA,0.9255,1.0189,6.77,142.168,0.8789
2024-11-23,A,PLT_ALA,0.9199,1.0893,5.25,116.016,0.7889
2024-11-23,B,PLT_ALA,0.9162,0.9501,7.45,114.817,0.7091
2024-11-23,C,PLT_ALA,0.9048,1.1087,7.26,123.566,0.9982
2024-11-24,A,PLT_ALA,0.9631,1.0475,8.51,116.215,0.7462
2024-11-24,B,PLT_ALA,0.8952,1.0944,7.58,126.926,0.7627
2024-11-24,C,PLT_ALA,0.7848,0.9712,8.31,115.093,0.879
2024-11-25,A,PLT_ALA,1.0429,0.9749,7.48,126.989,0.8513
2024-11-25,B,PLT_ALA,0.9451,1.0211,7.31,144.114,0.7602
2024-11-25,C,PLT_ALA,0.908,1.0699,8.7,145.248,1.0266
2024-11-26,A,PLT_ALA,1.0037,1.0596,10.63,150.585,0.8213
2024-11-26,B,PLT_ALA,0.9979,1.0449,9.74,136.43,0.8245
2024-11-26,C,PLT_ALA,0.9826,1.0656,8.95,124.72,1.0061
2024-11-27,A,PLT_ALA,1.0732,1.0133,12.82,132.54,0.8537
2024-11-27,B,PLT_ALA,0.9793,0.9738,12.68,137.21,0.7122
2024-11-27,C,PLT_ALA,0.8514,1.0565,11.43,141.385,0.9275
2024-11-28,A,PLT_ALA,1.0593,1.0524,6.95,129.973,0.8067
2024-11-28,B,PLT_ALA,0.9804,1.01,5.9,143.878,0.7808
2024-11-28,C,PLT_ALA,0.9526,1.0507,7.49,133.472,1.0048
2024-11-29,A,PLT_ALA,1.0176,1.0706,8.18,140.324,0.8735
2024-11-29,B,PLT_ALA,0.905,1.063,10.26,145.994,0.7748
2024-11-29,C,PLT_ALA,0.8844,1.0405,8.11,146.314,1.0623
2024-11-30,A,PLT_ALA,0.9982,0.9713,6.95,115.581,0.8211
2024-11-30,B,PLT_ALA,0.8684,0.9946,9.48,128.327,0.7442
2024-11-30,C,PLT_ALA,0.9071,1.0947,9.91,109.214,1.0227
2024-12-01,A,PLT_ALA,0.967,1.0406,4.31,117.687,0.696
2024-12-01,B,PLT_ALA,0.8824,1.0148,4.17,123.651,0.8088
2024-12-01,C,PLT_ALA,0.8368,1.0625,1.77,111.736,0.8912
2024-12-02,A,PLT_ALA,1.0216,1.0801,7.61,143.352,0.8036
2024-12-02,B,PLT_ALA,1.0472,0.9907,7.22,136.741,0.8518
2024-12-02,C,PLT_ALA,0.8927,0.9276,6.49,144.156,0.907
2024-12-03,A,PLT_ALA,1.0275,0.9462,12.62,141.329,0.741
2024-12-03,B,PLT_ALA,1.0269,1.0029,14.13,149.617,0.7581
2024-12-03,C,PLT_ALA,0.9973,1.0664,12.19,130.879,1.0092
2024-12-04,A,PLT_ALA,1.0142,0.9469,4.54,143.638,0.7605
2024-12-04,B,PLT_ALA,1.0378,0.993,7.46,145.893,0.7992
2024-12-04,C,PLT_ALA,0.9612,1.0875,7.6,133.688,0.9226
2024-12-05,A,PLT_ALA,1.022,1.0517,16.14,124.802,0.8144
2024-12-05,B,PLT_ALA,1.0481,1.0383,13.36,144.189,0.7923
2024-12-05,C,PLT_ALA,0.9855,1.0743,13.15,145.994,1.0661
2024-12-06,A,PLT_ALA,0.9984,1.0495,7.85,128.529,0.811
2024-12-06,B,PLT_ALA,0.881,1.0987,8.91,150.446,0.7854
2024-12-06,C,PLT_ALA,1.0236,1.1024,9.56,144.058,1.085
2024-12-07,A,PLT_ALA,1.0601,1.0877,12.32,124.755,0.9282
2024-12-07,B,PLT_ALA,0.8456,1.0001,11.41,132.058,0.7051
2024-12-07,C,PLT_ALA,0.8339,1.0587,11.43,130.394,0.8999
2024-12-08,A,PLT_ALA,0.9719,1.0911,10.56,114.553,0.8453
2024-12-08,B,PLT_ALA,0.943,1.0551,11.72,136.822,0.8968
2024-12-08,C,PLT_ALA,0.9494,1.1252,9.04,110.148,1.0337
2024-12-09,A,PLT_ALA,1.0848,1.0049,11.53,150.355,0.8635
2024-12-09,B,PLT_ALA,0.9462,1.0821,12.06,142.966,0.8315
2024-12-09,C,PLT_ALA,0.9511,1.0751,13.16,140.452,1.0501
2024-12-10,A,PLT_ALA,1.0275,0.9809,13.67,130.193,0.8295
2024-12-10,B,PLT_ALA,0.9269,0.9753,11.73,141.853,0.7415
2024-12-10,C,PLT_ALA,0.9838,1.0832,13.77,145.967,1.059
2024-12-11,A,PLT_ALA,1.0406,0.9861,12.21,150.987,0.8336
2024-12-11,B,PLT_ALA,0.9642,1.0855,12.28,148.884,0.8185
2024-12-11,C,PLT_ALA,0.9672,1.1596,12.63,140.899,0.9662
2024-12-12,A,PLT_ALA,1.1388,1.0725,11.31,132.725,0.8565
2024-12-12,B,PLT_ALA,1.0238,1.04,9.32,135.358,0.8233
2024-12-12,C,PLT_ALA,0.9494,0.9779,10.41,144.845,0.9659
2024-12-13,A,PLT_ALA,1.0412,1.0502,10.33,143.746,0.8661
2024-12-13,B,PLT_ALA,1.0238,1.0199,8.38,151.963,0.7913
2024-12-13,C,PLT_ALA,0.9034,0.9602,11.0,135.464,1.029
2024-12-14,A,PLT_ALA,0.9913,0.9978,11.72,128.464,0.8014
2024-12-14,B,PLT_ALA,0.872,1.0163,11.39,141.683,0.7252
2024-12-14,C,PLT_ALA,0.8134,1.0997,12.7,135.291,0.8291
2024-12-15,A,PLT_ALA,0.9513,1.0538,10.75,129.193,0.7222
2024-12-15,B,PLT_ALA,0.9841,1.0433,8.94,129.315,0.8554
